LOT,LOT_TYPE,OWNERNAME,CAREOFNAME,ADDRESS1,ADDRESS2,CITYSTZIP,PROPERTYNAME,ADDRESSOFRECORD,OWNEROFRECORD,YEARBUILT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERUSE_ALLWATERSOURCES_KGAL,ELECTRICITYUSE_KWH,NATURALGASUSE_THERMS,LATITUDE,LONGITUDE
61,1,BROMINE LLC,EMPIRE LEASING,1627 K ST NW # LL, ,"WASHINGTON, DC 20006-1702",Bromine,1718 CONNECTICUT AV NW,BROMINE LLC,1982,Office,64794,27,83,81,262,255,348,5.370867673,"1,008",761396,0,38.91321049,-77.04592522
47,1,BROOKLAND ARTSPACE LOFTS LLC, ,250 3RD AVE N STE 500, ,"MINNEAPOLIS, MN 55401-1641",Brookland Artspace Lofts,3305 - 3313 8TH ST NE,BROOKLAND ARTSPACE LOFTS LLC,2010,Multifamily Housing,55328,87,36,36,84,84,205,3.705176403,9,362273,7366,38.93070818,-76.99458818
1026,1,BUZ PARTNERSHIP,THE LENKIN COMPANY,4922A SAINT ELMO AVE, ,"BETHESDA, MD 20814-6056",The Parkhill,1610 PARK RD NW,BUZ PARTNERSHIP,1941,Multifamily Housing,102238,91,59,58,87,87,504,4.929673898,"5,727",440404,56933,38.93157959,-77.0372814
58,1,BV MSTAR CHEVY CHASE OWNER LLC, ,1300 SPRING ST STE 205, ,"SILVER SPRING, MD 20910-3654",Chevy Chase House,5420 CONNECTICUT AV NW,CHEVY CHASE HOUSE ASSOCIATES,1929,Multifamily Housing,119244,21,100,0,160,0,898,7.53077723,"5,399",928212,82764,38.96237612,-77.07458545
859,2,BW HOSPITALITY LLC, ,5847 SAN FELIPE ST STE 4650, ,"HOUSTON, TX 77057-3277",Park Hyatt Washington,1201 24TH ST,HYATT EQUITIES LLC,1986,Hotel,361400,26,88.5,92,239.5,233,3472.8,9.609297178,15830.5,7069567,78770.59,38.9058911,-77.05104182
60,1,C & P TELEPHONE COMPANY, ,PO BOX 521807, ,"LONGWOOD, FL 32752-1807",CO/GLC 11114/730 12TH ST NW/WASHINGTON/DC,0730 12TH ST,C & P TELEPHONE COMPANY,1929,Office,197259,1,581,581,1826,1823,5996,30.3965852,137,13126880,0,38.89942821,-77.02846891
61,1,C & P TELEPHONE COMPANY, ,702 H ST NW, ,"WASHINGTON, DC 20001-3874",Jemal's C&P LLC,0722 12TH ST,C & P TELEPHONE COMPANY,1903,Office,54705,75,51,51,160,160,374,6.836669409,"1,099",818979,0,38.89914545,-77.02850946
851,2,C CAFRITZ,BORGER MGMT INC,1825 K ST NW STE 1250, ,"WASHINGTON, DC 20006-1202",Hill House,0110 D ST SE,C CAFRITZ,1958,Multifamily Housing,60842,35,78,78,133,132,371,6.097761415,"1,432",434808,32533,38.8853564,-77.00505519
1,1,C L NORRIS TRUSTEES & J S NORRIS TRUSTEES,SUITE 1050,1701 PENNSYLVANIA AVE NW, ,"WASHINGTON, DC 20006-5805",5225 Wisconsin Ave,5225 WISCONSIN AV NW,C L NORRIS TRUSTEES & J S NORRIS TRUSTEES,1971,Office,193158,0,65,64,157,157,1331,6.89073194,"4,541",2426935,41813,38.95837423,-77.08413255
836,2,CALVARY BAPTIST CHURCH EXTENSION ASSN & CALVARY BAPTIST CHURCH CONGREG,MARTHA G VANDERHOOF,7101 WISCONSIN AVE STE 1011, ,"BETHESDA, MD 20814-4805",Calvary Baptis Church,0755 8TH ST,CALVARY BAPTIST CHURCH EXTENSION ASSN & CALVARY BAPTIST CHURCH CONGREG,1868,Mixed Use Property,60904,0,59,59,144,143,402,6.600551688,694,734835,12556,38.89949106,-77.02259136
26,1,CALVERT HOUSE ASSOCIATES LLC,EDWARD H KAPLAN,1919 M ST NW STE 320, ,"WASHINGTON, DC 20036-3516",The Calvert House,2401 CALVERT ST NW,CALVERT HOUSE ASSOCIATES LLC,1964,Multifamily Housing,240528,23,74.9,75.6,130.9,131.4,1405.2,5.842147276,10439.7,1765313,117128.011,38.92400154,-77.05327059
44,1,CAMBRIDGE APARTMENTS LIMITED PARTNERSHIP,CAMBRIDGE/BAI INC,1111 14TH ST NW STE 200, ,"WASHINGTON, DC 20005-5622",Cambridge Apartments,1221 MASSACHUSETTS AV NW,CAMBRIDGE APARTMENTS LIMITE PARTNERSHIP DC LIMITED PART,1964,Multifamily Housing,177359,49,62,62,122,121,976,5.502962917,"7,933",1414014,62211,38.90506528,-77.0290513
813,2,CAPITAL AREA FOOD BANK INC, ,4900 PUERTO RICO AVE NE, ,"WASHINGTON, DC 20017-2313",Capital area food bank,4900 PUERTO RICO AV,CAPITAL AREA FOOD BANK INC,2012,Food Service,110851,0,54,54,150,150,907,8.182154424,417,1835000,12963,38.94812313,-76.9997885
109,1,CAPITAL PARK APARTMENT LIMITED PARTNERSHIP,RED MTG CAPITAL LLC/ LOAN SVC,1717 MAIN ST STE 900, ,"DALLAS, TX 75201-4687",Capital Park Plaza,0101 G ST SW,CAPITAL PARK APARTMENTS LTD PRTNSHP,1965,Multifamily Housing,289750,60,81.9,83,149.4,146,3592.7,12.39930975,28398.5,4851606,281959.507,38.88178173,-77.01240546
118,1,CAPITAL PARK APARTMENTS LIMITED PARTNERSHIP,RED MTG CAPITAL LLC / LOAN SVC,1717 MAIN ST STE 900, ,"DALLAS, TX 75201-4687",Capital Park Plaza,0201 I ST SW,CAPITAL PARK APARTMENTS LTD PRTNSHP,1965,Multifamily Housing,256484,0,95.6,0,0,191.6,4705.95,18.34792814,,6390800,304156,38.87984781,-77.01417479
859,2,CAPITAL PLAZA PROPERTIES LLC,10TH FLOOR,4800 MONTGOMERY LN, ,"BETHESDA, MD 20814-3429",Capital Plaza,0035 E ST NW,CAPITAL PLAZA PROPERTIES LLC,1949,Multifamily Housing,82478,60,108,108,173,172,468,5.674240404,"2,685",479785,46823,38.89639953,-77.01053695
86,1,CAPITOL 50 ASSOCIATES,TISHMAN SPEYER,1255 23RD ST NW, ,"WASHINGTON, DC 20037-1125",Floyd Akers Building (DOEE),1255 23RD ST,CAPITOL 50 ASSOCIATES,1983,Office,83314,87,54,54,169,169,2498,29.98295605,"3,659",5468628,0,38.9064145,-77.0494512
847,2,CAPITOL PARK TOWER LLC,URBAN INVESTMENT PARTNERS,140 Q ST NE STE 140B, ,"WASHINGTON, DC 20002-2101",Capitol Park Tower,0301 G ST SW,CAPITOL PARK TOWER LLC,1962,Multifamily Housing,305520,0,82,82,151,150,2100,6.873527101,"16,535",2774993,156804,38.88178125,-77.01633665
532,1,CARILLON HOUSE LP, ,2500 WISCONSIN AVE NW, ,"WASHINGTON, DC 20007-4504",Carillon House,2500 WISCONSIN AV NW,CARILLON HOUSE LP,1954,Multifamily Housing,327920,0,73.2,74,133,135.3,1968.2,6.002073677,"12,862",2725727,148950.294,38.92292126,-77.07405484
848,2,CARNEGIE INSTITUTION OF WASHINGTON, ,1530 P ST NW, ,"WASHINGTON, DC 20005-1910",Carnegie Institution of Washington,1530 P ST NW,CARNEGIE INSTITUTION OF WASHINGTON,1908,Office,51761,57,76,75,166,165,381,7.360754236,283,629899,17578,38.90938496,-77.03588887
49,1,CARR CRHP PROPERTIES LLC,TISHMAN SPEYER,45 ROCKEFELLER PLZ, ,"NEW YORK, NY 10111-0100",International Square,1835 I ST NW,CARR CRHP PROPERTIES LLC,1978,Office,1185122,85,54.2,54.2,170.3,170.3,8546.6,7.211578217,18214,18711760,0,38.90189069,-77.04255763
88,1,CARVER SENIOR APARTMENTS LIMITED PARTNERSHIP,CARVER ACCOUNTANT,7850 WALKER DR STE 400, ,"GREENBELT, MD 20770-3240",Carver Senior Apartments,4800 EAST CAPITOL ST,CARVER SENIOR APARTMENTS LIMITED PARTNERSHIP,2007,Multifamily Housing,90094,58,28.6,28.6,86.6,86.6,316.2,3.50966768,1148.7,714883,1373.619,38.8901113,-76.93384862
897,2,CASTLE FAMILY LP,WASHINGTON REAL ESTATE INVESTM,1775 EYE ST NW STE 1000, ,"WASHINGTON, DC 20006-2404",2000 M Street,2000 M ST NW,CASTLE FAMILY LP,1971,Office,321809,97,61.1,61.4,172.4,172.6,2248.6,6.987374499,3398.1,4837179,29860.073,38.90522201,-77.04538336
11,1,CATHCONN ASSOCIATES LP, ,4415 5TH AVE, ,"PITTSBURGH, PA 15213-2654",Connecticut Plaza,2915 CONNECTICUT AV NW,CATHCONN ASSOCIATES LP,1925,Multifamily Housing,60596,100,18,18,25,25,73,1.20469998,"1,806",51570,9235,38.92867202,-77.05396394
10,1,CATHCONN ASSOCIATES LP,RED MTG CAPITAL LLC / LOAN SVC,1717 MAIN ST STE 900, ,"DALLAS, TX 75201-4687",Connecticut Plaza,2901 CONNECTICUT AV NW,CATHCONN ASSOCIATES LP,1925,Multifamily Housing,69329,100,15,15,23,23,74,1.067374403,"2,553",73010,7558,38.92834192,-77.05375059
7,1,CATHCONN ASSOCIATES LP,RED MTG CAPITAL LLC / LOAN SVC,1717 MAIN ST STE 900, ,"DALLAS, TX 75201-4687",Connecticut Plaza,2331 CATHEDRAL AV NW,CATHCONN ASSOCIATES LP,1925,Multifamily Housing,54786,100,14,14,22,22,57,1.040411784,"1,329",57471,5705,38.92825582,-77.0533639
1,1,CATHCONN ASSOCIATES LP,RED MTG CAPITAL LLC / LOAN SVC,1717 MAIN ST STE 900, ,"DALLAS, TX 75201-4687",2301 Connecticut Plaza,2301 CATHEDRAL AV NW,CATHCONN ASSOCIATES LP,1925,Multifamily Housing,51541,100,19,19,28,28,68,1.319338003,"1,619",54918,8012,38.92802439,-77.052803
43,1,CAVALIER APARTMENTS LP,SOMERSET DEVELOPMENT COMPANY L,4115 WISCONSIN AVE NW APT 210, ,"WASHINGTON, DC 20016-2857",Cavalier Apartments,3500 14TH ST NW,CAVALIER APARTMENTS LP,1926,Multifamily Housing,235994,31,27.1,38.1,91,56.9,623.32,2.641253591,10629.1,858396,39204,38.93460479,-77.03321648
34,1,CAVANAUGH COURT OWNERS,ABARIS REALTY INC,7811 MONTROSE RD # 110, ,"POTOMAC, MD 20854-3363",Cavanaugh Court,1526 17TH ST NW,CAVANAUGH COURT OWNERS,1990,Multifamily Housing,53765,100,49,47,63,61,152,2.827118014,"1,726",83578,21431,38.91061268,-77.0389103
96,1,CC OWNER LLC, ,600 13TH ST NW STE 700, ,"WASHINGTON, DC 20005-3005",Constitution Center,0400 7TH ST SW,CC OWNER LLC,1970,Office,1336013,90,58.9,59.1,157.2,157.4,9372.3,7.01512635,15227.8,19330220,192199.925,38.8840176,-77.02089056
822,2,CCA MASSACHUSETTS AVE LP,JAIR LYNCH DEVELOP PARTNERS,1508 U ST NW, ,"WASHINGTON, DC 20009-3912",Mass Place Apartments,1111 MASSACHUSETTS AV,CCA MASSACHUSETTS AVE LP,1965,Multifamily Housing,123113,20,93.6,94.1,167.9,167.7,943.4,7.662878819,9630.8,1202748,74196.01711,38.90485178,-77.0273986
840,2,CEDAR EAST RIVER PARK LLC, ,44 S BAYLES AVE, ,"PRT WASHINGTN, NY 11050-3767",East River Shopping Center,3917 MINNESOTA AV NE,EAST RIVER MZL LLC,1941,Strip Mall,143576,0,225,225,605,604,3760,26.18822087,"1,705",7412212,70459,38.89371642,-76.94848185
142,1,CENTER FOR PUBLIC ADMINISTRATION & SERVICE INC,ICMARC,777 N CAPITOL ST NE STE 600, ,"WASHINGTON, DC 20002-4290",Center for Public Administration and Service,0777 NORTH CAPITOL ST NE,CENTER FOR PUBLIC ADMINISTRATION & SERVICE INC,1989,Office,300000,72,99,99,310,310,3041,10.13666667,"7,003",6657564,0,38.89983391,-77.00847786
857,2,CESC 1101 17TH STREET LIMITED PARTNERSHIP,SMITH & VONADO,210 E RTE 4, ,"PARAMUS, NJ 07652-5108",1101 17th Street,1101 17TH ST,1101 17TH STREET ASSOCIATES LTD,1964,Office,330550,72,92.5,93.1,215.8,216.4,2027.9,6.134926637,8169.3,3713783,79748.809,38.90411466,-77.03809349
76,1,CESC 2101 L STREET LLC,SMITH & VORNADO,210 E RTE 4, ,"PARAMUS, NJ 07652-5108",2101 L St NW,2101 L ST NW,CESC 2101 L STREET LLC,1975,Office,370000,79,72.9,73,229,229.3,3524.2,9.524864865,8414.1,8156325,0,38.90415859,-77.04724487
41,1,CHAMBER OF COMMERCE OF THE USA,FINANCE DEPT,1615 H ST NW, ,"WASHINGTON, DC 20062-0001",US Chamber of Commerce,1615 H ST NW,CHAMBER OF COMMERCE OF THE USA,1922,Office,200892,76,64.2,64.2,201.7,201.7,1590.6,7.917687115,2914,3482331,0,38.9005854,-77.03758509
24,1,CHANNEL SQUARE HOUSING LLC,SOMERSET DEVELOPMENT CO LLC,5101 WISCONSIN AVE NW STE 410, ,"WASHINGTON, DC 20016-4140",Channel Square Apartments,0325 P ST SW,CHANNEL SQUARE HOUSING LLC,1968,Multifamily Housing,253231,0,69,68,125,122,1606,6.342035533,"15,979",2064402,124843,38.872541,-77.0162905
825,2,CHASTLETON COOPERATIVE ASSOCIATION INC, ,1746 N ST NW, ,"WASHINGTON, DC 20036-2907",Chastleton Cooperative,1701 16TH ST NW,CHASTLETON COOPERATIVE ASSOCIATION INC,1921,Multifamily Housing,272450,99,37,37,71,69,873,3.204257662,"7,518",1210294,60250,38.91303282,-77.0357882
27,1,CHESAPEAKE PRESERVATION LLC,NMI PROPERTY MGMT/,8603 WESTWOOD CENTER DR STE, ,"VIENNA, VA 22182-2263",Madison Courts,0002 - 0032 CHESAPEAKE ST SW,CHESAPEAKE PRESERVATION LLC,1944,Multifamily Housing,61642,15,106,106,151,150,442,7.170435742,"5,267",342270,53736,38.82860866,-77.00863387
823,2,CHESTERFLD COOPERATIVE INC,EJF,1428 U ST NW FL 2, ,"WASHINGTON, DC 20009-8020","Chesterfield Cooperative, Inc.",3315 WISCONSIN AV NW,CHESTERFLD COOPERATIVE INC,1954,Multifamily Housing,81996,67,68,68,116,115,438,5.341723987,"5,153",511442,38498,38.93380116,-77.07197447
39,1,CHH CAPITAL HOTEL PARTNERS LP,CNL HOSPITALITY CORP/ DEPT 309,PO BOX 4900, ,"SCOTTSDALE, AZ 85261-4900",Capital Hilton,1001 16TH ST,CHH CAPITAL HOTEL PARTNERS LP,2008,Hotel,1050362,16,138,138,258,258,7315,6.964265653,"36,774",9970720,519838,38.90316952,-77.03590589
4,1,CHILDREN'S CONVALESCENT HOSPITAL SICK CHILDREN, ,1731 BUNKER HILL RD NE, ,"WASHINGTON, DC 20017-3026",The HSC Pediatric Center,1731 BUNKER HILL RD,CHILDREN'S CONVALESCENT HOSPITAL SICK CHILDREN,1929,Hospital (General Medical & Surgical),200947,76,189.6,190.1,444,444.6,2157,10.73417369,5520.9,3965969,83548.93,38.9413469,-76.98119243
12,1,CHILLUM MANOR LLC,BORGER MGT,1111 14TH ST NW STE 200, ,"WASHINGTON, DC 20005-5622","17-23 Riggs Road, NE",0017 - 0023 RIGGS RD NE,CHILLUM MANOR LLC,1951,Multifamily Housing,60776,91,59,59,79,80,231,3.800842438,"2,748",153000,30355,38.95426354,-77.00781123
11,1,CHILLUM MANOR LLC,BORGER MGT,1111 14TH ST NW STE 200, ,"WASHINGTON, DC 20005-5622","11-15 Riggs Road, NE",0011 - 0015 RIGGS RD NE,CHILLUM MANOR LLC,1951,Multifamily Housing,51376,92,54,54,78,78,190,3.698224852,"2,344",154032,22480,38.95450382,-77.00814927
818,2,CHR LLC,WILLIAM C SMITH & CO,1100 NEW JERSEY AVE SE # 1000, ,"WASHINGTON, DC 20003-3302","CHR, LLC",1535 ALABAMA AV,CHR LLC,1950,Supermarket/Grocery Store,64945,100,9,9,29,29,80,1.231811533,"2,861",175811,37246,38.84497855,-76.98117363
836,2,CHURCH OF THE EPIPHANY, ,1317 G ST NW, ,"WASHINGTON, DC 20005-3102",Results Gym,1315 G ST NW,CHURCH OF THE EPIPHANY,1938,Fitness Center/Health Club/Gym,50920,0,170,170,339,339,921,18.0871956,544,1362973,56213,38.89874178,-77.0304766
81,1,CIH GLENDALE PLAZA LP,KEVIN P O'MALLEY,9316 PINEY BRANCH RD APT 106, ,"SILVER SPRING, MD 20903-2861",Glendale Plaza Apartments,4651 NANNIE HELEN BURROUGHS AV,CIH GLENDALE PLAZA LP,1971,Multifamily Housing,77767,5,96,96,175,172,621,7.985392261,"4,949",807396,47413,38.89857623,-76.93447441
1,1,CIM URBAN REIT PROPERTIES V LLC, ,PO BOX 131237, ,"CARLSBAD, CA 92013-1237",901 D,0901 D ST SW,CIM URBAN REIT PROPERTIES V LLC,1988,Office,535744,83,67,67,194.3,194.3,3342.6,6.239173934,5857.8,7337281,32464.7,38.88520488,-77.02490538
843,2,CIRCLE PROPERTY CORPORTATION,K UDR VENTURE LLC,1745 SHEA CENTER DR STE 200, ,"HGHLNDS RANCH, CO 80129-1540",1301 Thomas Circle,1301 M ST,CIRCLE PROPERTY CORPORTATION,2000,Multifamily Housing,343585,100,12,11,29,29,432,1.257330792,"9,020",809400,11640,38.90602446,-77.03018249
1055,1,CLAIBORNE COOPERATIVE ASSOCIATION INC,EJF,1428 U ST NW FL 2, ,"WASHINGTON, DC 20009-8010",The Clairborne Condominium,3033 16TH ST NW,CLAIBORNE COOPERATIVE ASSOCIATION INC,1909,Multifamily Housing,69726,100,37,37,61,61,156,2.237328973,"4,504",168910,14775,38.9275774,-77.03597947
93,1,CLARIDGE H COOPERATIVE, ,950 25TH ST NW, ,"WASHINGTON, DC 20037-2137",950 25th Street Northwest,0950 25TH ST NW,CLARIDGE H COOPERTVE,1960,Multifamily Housing,144466,89,47.2,47.7,87.2,87.7,1429,9.891600792,14933.7,1969462,108911.656,38.90207883,-77.05374659
820,2,CLIFTON TERRACE L P, ,PO BOX 994, ,"MARLTON, NJ 08053-0994",Clifton Terrace L P,1312 CLIFTON ST,CLIFTON TERRACE L P,1918,Multifamily Housing,111224,100,22,21,68,67,322,2.89505862,"9,768",705545,0,38.92197529,-77.03109366
813,2,CLPF-CC PAVILION LP,ING CLARION PARTNERS LLC,5335 WISCONSIN AVE NW STE 320, ,"WASHINGTON, DC 20015-2078",5335 Chevy Chase Pavilion,5335 WISCONSIN AV NW,CLPF-CC PAVILION LP,1990,Office,894921,91,47,46,146,144,1273,1.422471928,"11,982",2786422,105258.213,38.96045493,-77.08467313
26,1,CNBB OWNER LLC,PARAMOUNT GROUP INC,1633 BROADWAY STE 1801, ,"NEW YORK, NY 10019-6748",CNBB,1401 G ST NW,CNBB OWNER LLC,1988,Office,463869,68,69,69,216,216,2396,5.165251396,"3,615",5244942,0,38.89856509,-77.03256256
90,1,COLUMBIA DC 1111 19TH ST OFFICE PROPERTIES LLC, ,1111 19TH ST NW STE 211, ,"WASHINGTON, DC 20036-3628",1111 19th St NW,1111 19TH ST NW,COLUMBIA DC 1111 19TH ST OFFICE PROPERTIES LLC,1979,Office,270061,81,55,55,172,172,2149,7.957461462,"2,381",4704856,0,38.90440284,-77.04291481
888,2,COLUMBIA HEIGHTS VENTURES PARCEL 26 LLC, ,4416 E WEST HWY STE 410, ,"BETHESDA, MD 20814-4568",Highland Park Apartments (I & II),1400 IRVING ST,COLUMBIA HEIGHTS VENTURES PARCEL 26 LLC,2008,Multifamily Housing,288311,94,25.8,37,111,83.3,983.62,3.4116631,"14,220",2035764.7,4971,38.92837573,-77.03348711
87,1,COLUMBIA PLAZA LP,T W ROBERSON TRS,2440 VIRGINIA AVE NW, ,"WASHINGTON, DC 20037-2601",Columbia Plaza All Bldgs,2400 VIRGINIA AV NW,COLUMBIA PLAZA LP,1968,Multifamily Housing,1544107,36,83.1,83.8,152.6,153.3,6636.1,4.297694396,52495.8,9066707,512229.484,38.89692776,-77.05141196
191,1,COLUMBIA REALTY VENTRUE LLC, ,5301 WISCONSIN AVE NW STE 600, ,"WASHINGTON, DC 20015-2044",Georgetown Place South,1101 - 1115 30TH ST NW,COLUMBIA REALTY VENTRUE LLC,1975,Office,278347,40,122,120,261,257,1034,3.714787657,813,1660383,51958,38.90446839,-77.05861691
837,2,COLUMBIA REALTY VENTURE, ,5301 WISCONSIN AVE NW STE 600, ,"WASHINGTON, DC 20015-2044",The York,0532 20TH ST NW,COLUMBIA REALTY VENTURE,1941,Multifamily Housing,66528,33,103,102,183,181,555,8.342352092,"4,397",695184,44753,38.89684389,-77.0453519
835,2,COLUMBIA REALTY VENTURE, ,5301 WISCONSIN AVE NW STE 600, ,"WASHINGTON, DC 20015-2044",Potomac Park,0510 21ST ST NW,COLUMBIA REALTY VENTURE,1950,Multifamily Housing,103790,75,67.2,67.7,122.8,123.3,560.9,5.40418152,5172.1,759211,43878.65,38.89641864,-77.04706564
1,1,COLUMBIA REALTY VENTURE LLC,SUITE 600,5301 WISCONSIN AVE NW, ,"WASHINGTON, DC 20015-2015",Foxhall Square,3301 NEW MEXICO AV NW,COLUMBIA REALTY VENTURE LLC,1973,Medical Office,165910,52,130.3,131.2,313.5,314.3,1774.9,10.69796878,5146.6,3347200,61920.012,38.93358264,-77.08484264
30,1,COLUMBIA REALTY VENTURE LLC, ,5301 WISCONSIN AVE NW STE 600, ,"WASHINGTON, DC 20015-2044",Paramount,0829 QUINCY ST NW,COLUMBIA REALTY VENTURE LLC,1929,Multifamily Housing,67110,34,84,83,149,146,456,6.794814484,"3,713",565165,37334,38.93788128,-77.02492598
3,1,COLUMBIA REALTY VENTURE LLC,SUITE 600,5301 WISCONSIN AVE NW, ,"WASHINGTON, DC 20015-2015",Cathedral Mansions,3000 CONNECTICUT AV NW,COLUMBIA REALTY VENTURE LLC,1925,Multifamily Housing,193757,0,68,67,109,107,937,4.835954314,"7,345",955900,94203,38.92980878,-77.05589341
801,2,COLUMBIA REALTY VENTURE LLC, ,5301 WISCONSIN AVE NW STE 600, ,"WASHINGTON, DC 20015-2044",Chalfonte,1601 ARGONNE PL NW,COLUMBIA REALTY VENTURE LLC,1926,Multifamily Housing,202589,72,64.9,65.6,102.7,103.5,944.2,4.660667657,7478.1,983340.7,97840.697,38.92674415,-77.03855985
168,1,COLUMBIA REALTY VENTURE LLC, ,5301 WISCONSIN AVE NW STE 600, ,"WASHINGTON, DC 20015-2044",Castle Manor,2515 13TH ST NW,COLUMBIA REALTY VENTURE LLC,1926,Multifamily Housing,64319,77,78,77,113,111,336,5.223961815,"1,796",275524,39538,38.92296214,-77.02925928
167,1,COLUMBIA REALTY VENTURE LLC, ,5301 WISCONSIN AVE NW STE 600, ,"WASHINGTON, DC 20015-2044",Highview,2505 13TH ST NW,COLUMBIA REALTY VENTURE LLC,1926,Multifamily Housing,63431,66,85,86,123,124,365,5.754284183,"1,689",296463,43176,38.92266972,-77.02925916
819,2,COLUMBIA REALTY VENTURE LLC, ,5301 WISCONSIN AVE NW STE 600, ,"WASHINGTON, DC 20015-2044",Melwood,1803 BILTMORE ST NW,COLUMBIA REALTY VENTURE LLC,1927,Multifamily Housing,81056,66,82,82,128,127,436,5.378997236,"2,828",424885,45624,38.92260754,-77.04329526
837,2,COLUMBIA REALTY VENTURE LLC, ,5301 WISCONSIN AVE NW STE 600, ,"WASHINGTON, DC 20015-2044",2100 Connecticut Ave,2100 CONNECTICUT AV NW,COLUMBIA REALTY VENTURE LLC,1941,Multifamily Housing,76594,30,120,119,170,168,531,6.932657911,"3,256",404244,65228,38.91788489,-77.04774072
836,2,COLUMBIA REIT - MARKET SQUARE EAST AND WEST, ,1 GLENLAKE PKWY STE 1200, ,"ATLANTA, GA 30328-7267",Market Square,801 PENNSYLVANIA AV,WELLS REIT II MARKET SQUARE EAST & WEST LLC,1990,Office,563727,79,61.4,61.3,192.6,192.6,5718.7,10.14444935,16449.6,13235090,0,38.89455971,-77.02346387
837,2,COLUMBIA REIT - MARKET SQUARE EAST AND WEST LLC, ,1 GLENLAKE PKWY STE 1200, ,"ATLANTA, GA 30328-7267",04080837_Market Square,0701 PENNSYLVANIA AV NW,WELLS REIT II MARKET SQUARE EAST & WEST LLC,1990,Multifamily Housing,566133,74,71.2,0,0,237.7,7095.48,12.53323866,,14685316,0,38.89439253,-77.02242928
43,1,COMMUNICATIONS WORKERS OF AMERICA,UNION MGMT SVC INC,501 3RD ST NW FL 10, ,"WASHINGTON, DC 20001-2750",Communications  Workers of America Building,0501 3RD ST NW,COMMUNICATIONS WORKERS OF AMERICA,1991,Office,396727,46,86.5,86.5,271.5,271.5,2384.1,6.009422096,44.5,5517713,0,38.89655981,-77.01475228
56,1,CONNECTICUT & K ASSOCIATES LLC,VORNADO/CHARLES E SMITH,2345 CRYSTAL DR STE 1100, ,"ARLINGTON, VA 22202-4801",1717 K St NW,1000 CONNECTICUT AV,CONNECTICUT & K ASSOCIATES LLC,2012,Office,430428,89,48,48,149,149,2582,5.998680383,"7,892",5653756,0,38.90288745,-77.04028991
101,1,CONNECTICUT / DESALES LLC,THE LENKIN CO,4922A SAINT ELMO AVE, ,"BETHESDA, MD 20814-6056",1133 Connecticut Ave,1133 CONNECTICUT AV NW,CONNECTICUT / DESALES PARTNERSHIP,1989,Office,236563,77,61.7,59,193.6,185,1491.2,6.303606228,2302.1,3451220,0,38.90496896,-77.04019878
801,2,CONNECTICUT AVENUE LP,HUNTINGTON APTS,5225 CONNECTICUT AVE NW, ,"WASHINGTON, DC 20015-1813",Huntington Apartments,5225 CONNECTICUT AV NW,CONNECTICUT AVENUE LP,1964,Multifamily Housing,108616,25,85,83,141,139,706,6.499963173,"5,192",792160,64875,38.95838114,-77.07124029
1,1,CONNECTICUT HOUSE ASSOCIATES,ZALCO REALTY INC,8701 GEORGIA AVE STE 300, ,"SILVER SPRING, MD 20910-3727",The Connecticut House,4500 CONNECTICUT AV NW,CONNECTICUT HOUSE ASSOCIATES,1968,Multifamily Housing,192638,80,61,60,94,92,845,4.386465806,"5,523",797938,90428,38.94817977,-77.06644572
821,2,CONNECTICUT PARK LLC,COHEN FINANCIAL / LOAN ADMIN,4601 COLLEGE BLVD STE 300, ,"LEAWOOD, KS 66211-1652",Connecticut Park Apartments,2828 CONNECTICUT AV NW,CONNECTICUT PARK LLC,1955,Multifamily Housing,131294,49,68,67.4,116.5,115.3,682.2,5.195972398,4103.8,829996.7,60980.454,38.9274669,-77.05427812
42,1,CONSORTIUM TWO 1990 K ST LLC, ,3299 K ST NW STE 700, ,"WASHINGTON, DC 20007-4438",1990 K Street,1990 K ST NW,CONSORTIUM TWO 1990 K ST LLC,1977,Office,297949,75,64.5,64.5,202.4,202.4,2195.8,7.369717636,5908.9,5080302,0,38.90188737,-77.04450194
25,1,CONTINENTIAL BUILDING LP, ,2 WISCONSIN CIR STE 560, ,"CHEVY CHASE, MD 20815-7028",Continental Building,1012 14TH ST NW,CONTINENTIAL BUILDING LP,1953,Office,99360,83,48,48,146,146,504,5.072463768,"1,788",1084951,1501,38.90318695,-77.03237991
351,1,COPLEY PLAZA COOPERATIVE INC, ,4102 BRANDYWINE ST NW, ,"WASHINGTON, DC 20016-4668",Copley Plaza Cooperative,1514 17TH ST NW,COPLEY PLAZA COOPERATIVE INC,1916,Multifamily Housing,85251,61,82,82,129,128,512,6.005794653,"3,101",503100,53056,38.91019067,-77.03903695
78,1,COSMOS CLUB, ,2121 MASSACHUSETTS AVE NW, ,"WASHINGTON, DC 20008-3639",Cosmos Club,2121 MASSACHUSETTS AV NW,COSMOS CLUB,1900,Other,94534,0,121,116,266,261,1180,12.48228151,"4,414",1958480,53734,38.91175888,-77.04785949
